index,Home_Away_BIN,PERIOD,GAME_CLOCK,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,Player_3_PTS_ACC,AVG_DEF_STL,AVG _DEF_BLK,SHOT_CLOCK,T,Y
8103,0,4,521,0,25.1,16.1,0.375,1.166666667,0.291666667,8,0,1
8104,1,2,399,0,23.3,8.4,0.359,1.166666667,0.291666667,8.1,0,0
8105,1,1,257,17,25.1,2.3,0.366,1.166666667,0.291666667,8.1,0,0
8106,1,2,514,0,24.4,7.3,0.398,1.166666667,0.291666667,17.8,0,0
8107,0,2,298,0,24.5,4.3,0.319,1.166666667,0.291666667,8.3,0,1
8108,1,2,98,0,22.8,4.1,0.409,1.166666667,0.291666667,8.4,0,0
8109,0,2,198,1,24.2,4.6,0.393,1.166666667,0.291666667,8.9,0,0
8110,1,4,209,0,25.4,3.3,0.307,1.166666667,0.291666667,9,0,0
8111,1,2,181,0,25.6,6.6,0.394,1.166666667,0.291666667,9,0,0
8112,0,1,402,0,22.6,4.1,0.304,1.166666667,0.291666667,9.1,0,1
8113,1,2,220,0,24.7,9.1,0.394,1.166666667,0.291666667,9.2,0,0
8114,1,4,60,0,25.2,3.3,0.319,1.166666667,0.291666667,9.2,0,0
8115,1,3,179,0,22.8,13.1,0.351,1.166666667,0.291666667,9.3,0,0
8116,1,3,444,3,24.2,4.9,0.376,1.166666667,0.291666667,9.3,0,0
8117,0,1,502,4,25.6,3.8,0.38,1.166666667,0.291666667,9.5,0,0
8118,0,2,175,0,26.1,5.2,0.376,1.166666667,0.291666667,9.6,0,0
8119,0,2,106,0,23.9,6.6,0.408,1.166666667,0.291666667,14.8,0,0
8120,0,1,374,0,23.4,3.8,0.393,1.166666667,0.291666667,9.9,0,0
8121,0,4,299,0,24.9,3.7,0.377,1.166666667,0.291666667,6.4,0,0
8122,0,4,366,0,25.4,5.3,0.364,1.166666667,0.291666667,10,0,0
8123,1,1,616,1,24.9,3.8,0.34,1.166666667,0.291666667,10,0,1
8124,0,2,409,0,23.2,6.4,0.377,1.166666667,0.291666667,12.9,0,1
8125,0,2,270,0,23.6,4.6,0.34,1.166666667,0.291666667,10.6,0,1
8126,1,1,78,0,25.9,5.8,0.307,1.166666667,0.291666667,10.8,0,0
8127,1,4,56,0,20.5,3.6,0.369,1.166666667,0.291666667,10.9,0,0
8128,0,3,254,0,23,4.6,0.343,1.166666667,0.291666667,11.2,0,1
8129,0,1,388,0,25.4,5.7,0.402,1.166666667,0.291666667,11.3,0,0
8130,1,4,396,0,26.8,5.7,0.37,1.166666667,0.291666667,11.3,0,1
8131,1,1,399,0,23.3,6.9,0.358,1.166666667,0.291666667,11.3,0,0
8132,1,1,658,0,24.2,4.3,0.358,1.166666667,0.291666667,11.6,0,0
8133,0,3,514,0,24.6,5.7,0.395,1.166666667,0.291666667,8,0,1
8134,0,3,272,0,23.4,5.1,0.393,1.166666667,0.291666667,11.6,0,0
8135,1,1,379,0,25.4,15,0.32,1.166666667,0.291666667,11.7,0,1
8136,1,4,566,0,26.7,5.4,0.356,1.166666667,0.291666667,11.7,0,1
8137,0,3,548,0,24.9,5.6,0.304,1.166666667,0.291666667,11.8,0,0
8138,1,3,608,1,25.4,3.8,0.348,1.166666667,0.291666667,11.8,0,1
8139,1,3,293,0,24.4,7.9,0.368,1.166666667,0.291666667,11.9,0,0
8140,1,3,438,0,25.5,7.8,0.417,1.166666667,0.291666667,12,0,0
8141,1,4,487,9,25.4,1.7,0.188,1.166666667,0.291666667,12.1,0,0
8142,1,4,85,0,23.1,3.7,0.395,1.166666667,0.291666667,19,1,0
8143,1,3,169,0,23.8,7.7,0.379,1.166666667,0.291666667,12.2,0,1
8144,0,4,148,0,25,4.7,0.358,1.166666667,0.291666667,12.3,0,1
8145,0,3,214,0,25,9.1,0.339,1.166666667,0.291666667,12.3,0,0
8146,0,4,585,0,24.1,3.2,0.345,1.166666667,0.291666667,12.4,0,0
8147,1,4,110,0,24,4.3,0.339,1.166666667,0.291666667,12.4,0,1
8148,1,4,179,0,22.3,6.6,0.361,1.166666667,0.291666667,12.7,0,0
8149,1,1,112,0,22.6,4.3,0.354,1.166666667,0.291666667,12.8,0,1
8150,1,1,547,0,24.6,5.8,0.393,1.166666667,0.291666667,12.8,0,1
8151,1,4,593,0,22.7,7.1,0.368,1.166666667,0.291666667,12.9,0,0
8152,0,3,298,0,26.1,3.6,0.449,1.166666667,0.291666667,12.6,0,0
8153,0,3,561,0,22.7,4.4,0.188,1.166666667,0.291666667,13.2,0,0
8154,0,1,523,0,24.8,5.3,0.409,1.166666667,0.291666667,13.3,0,1
8155,1,1,390,0,25.8,5,0.33,1.166666667,0.291666667,13.6,0,0
8156,1,1,439,0,22.8,8.5,0.336,1.166666667,0.291666667,13.6,0,0
8157,1,2,507,0,25.7,6.4,0.339,1.166666667,0.291666667,13.8,0,0
8158,1,2,83,0,24.3,3.2,0.362,1.166666667,0.291666667,14,0,0
8159,1,1,680,2,24.7,8.2,0.38,1.166666667,0.291666667,14,0,0
8160,1,2,595,0,24.6,7.2,0.361,1.166666667,0.291666667,14.2,0,0
8161,0,2,538,0,24.5,5.4,0.385,1.166666667,0.291666667,14.2,0,1
8162,1,4,176,0,24.3,4.2,0.209,1.166666667,0.291666667,14.5,0,0
8163,1,3,266,0,24.2,3,0.427,1.166666667,0.291666667,14.5,0,0
8164,0,4,667,0,24.2,5.3,0.379,1.166666667,0.291666667,14.6,0,0
8165,0,3,348,0,24.8,4.7,0.349,1.166666667,0.291666667,14.1,0,0
8166,1,3,54,0,26.1,4,0.424,1.166666667,0.291666667,15.1,0,1
8167,1,1,393,0,23.7,4.4,0.351,1.166666667,0.291666667,15.1,0,0
8168,1,4,525,0,27.6,3,0.188,1.166666667,0.291666667,15.3,0,1
8169,1,2,63,2,24.6,5.1,0.368,1.166666667,0.291666667,15.5,0,1
8170,0,3,482,0,25.2,6.6,0.393,1.166666667,0.291666667,15.7,0,1
8171,0,4,200,8,23.4,4.1,0.356,1.166666667,0.291666667,15.8,0,0
8172,1,2,136,0,24.2,5.8,0.361,1.166666667,0.291666667,15.8,0,1
8173,0,1,532,0,24.8,7.6,0.348,1.166666667,0.291666667,15.9,0,0
8174,0,1,404,0,23.2,6.9,0.348,1.166666667,0.291666667,16.7,0,1
8175,1,1,43,0,23.5,4.3,0.349,1.166666667,0.291666667,16.7,0,1
8176,1,2,335,0,23.1,4.6,0.417,1.166666667,0.291666667,16.9,0,1
8177,0,1,645,0,23.9,4.5,0.373,1.166666667,0.291666667,17.2,0,0
8178,0,4,275,3,23.9,4.6,0.281,1.166666667,0.291666667,17.3,0,0
8179,1,3,360,0,22.1,3.2,0.417,1.166666667,0.291666667,17.4,0,1
8180,1,3,358,0,27.7,5.4,0.394,1.166666667,0.291666667,17.5,0,1
8181,0,2,175,0,26.6,4.7,0.25,1.166666667,0.291666667,17.6,0,0
8182,1,1,359,0,22.2,4.4,0.319,1.166666667,0.291666667,17.7,0,0
8183,1,2,247,0,24.1,4.5,0.235,1.166666667,0.291666667,18.1,1,0
8184,0,3,354,0,22.1,4.5,0.409,1.166666667,0.291666667,18.4,1,1
8185,0,4,135,0,24.8,6,0.385,1.166666667,0.291666667,18.5,1,0
8186,1,3,371,0,25.2,6.3,0.43,1.166666667,0.291666667,18.9,1,1
8187,0,1,446,0,25.6,12.2,0.402,1.166666667,0.291666667,18.9,1,0
8188,1,4,523,0,22.4,4.7,0.451,1.166666667,0.291666667,19,1,1
8189,1,2,57,0,24.4,7.2,0.387,1.166666667,0.291666667,12.3,0,1
8190,1,3,98,4,24.9,5.5,0.368,1.166666667,0.291666667,19.1,1,0
8191,1,2,383,0,23.6,8.5,0.342,1.166666667,0.291666667,19.2,1,0
8192,1,3,584,0,24.2,19.7,0.319,1.166666667,0.291666667,19.2,1,0
8193,0,1,460,0,25.1,6,0.415,1.166666667,0.291666667,19.3,1,0
8194,0,2,647,0,26.5,5.5,0.342,1.166666667,0.291666667,19.4,1,0
8195,0,1,473,0,24.4,6.4,0.358,1.166666667,0.291666667,19.5,1,0
8196,1,2,175,0,22.6,11.5,0.343,1.166666667,0.291666667,19.5,1,0
8197,1,2,465,0,22.1,5.9,0.368,1.166666667,0.291666667,19.6,1,0
8198,1,3,232,3,24.5,3.1,0.188,1.166666667,0.291666667,19.7,1,0
8199,0,2,640,1,23.6,4.7,0.394,1.166666667,0.291666667,19.9,1,0
8200,1,2,287,0,25.6,16.1,0.37,1.166666667,0.291666667,20.6,1,1
8201,1,4,272,0,24.6,5.5,0.417,1.166666667,0.291666667,20.7,1,0
8202,1,1,247,0,25.8,6.8,0.339,1.166666667,0.291666667,20.8,1,0
8203,0,2,337,0,26,5.5,0.363,1.166666667,0.291666667,11.7,0,1
8204,0,1,143,0,24.6,5,0.401,1.166666667,0.291666667,21,1,0
8205,0,2,578,0,24.3,3.3,0.363,1.166666667,0.291666667,12.4,0,0
8206,1,2,33,4,25.5,5.3,0.329,1.166666667,0.291666667,21.3,1,0
8207,0,1,647,0,25.2,7.8,0.37,1.166666667,0.291666667,21.4,1,0
8208,1,4,47,0,23.3,6.3,0.354,1.166666667,0.291666667,21.6,1,0
8209,1,1,29,0,22.1,2.9,0.276,1.166666667,0.291666667,21.6,1,0
8210,0,2,239,0,25,8,0.339,1.166666667,0.291666667,21.6,1,1
8211,1,3,332,0,24.1,5.4,0.366,1.166666667,0.291666667,22,1,0
8212,1,1,260,0,24.9,7.2,0.307,1.166666667,0.291666667,22.1,1,0
8213,0,4,179,0,24.6,8,0.393,1.166666667,0.291666667,23,1,1
8214,1,1,563,0,27.1,9.6,0.339,1.166666667,0.291666667,24,1,0
8215,1,3,316,0,24.4,4.9,0.308,0.875,0.8625,0.1,0,0
8216,0,2,330,0,24.3,10.1,0.271,0.875,0.8625,7.5,0,0
8217,1,2,371,0,24.6,5.3,0.271,0.875,0.8625,10.8,0,0
8218,0,1,250,0,24.5,5,0.271,0.875,0.8625,14.1,0,0
8219,1,2,564,0,24.1,13.8,0.271,0.875,0.8625,16.7,0,1
8220,1,3,672,0,25.7,6.2,0.269,0.875,0.8625,2.1,0,0
8221,0,3,470,0,24.8,9,0.361,0.875,0.8625,2.3,0,0
8222,1,2,469,3,24.1,5.3,0.273,0.875,0.8625,3.9,0,0
8223,1,2,279,0,24.4,10.4,0.37,0.875,0.8625,4.2,0,0
8224,0,3,681,0,26.3,5.5,0.333,0.875,0.8625,4.3,0,1
8225,0,2,215,4,24.5,5.6,0.33,0.875,0.8625,6,0,0
8226,1,3,522,0,22.6,6.7,0.376,0.875,0.8625,6.1,0,1
8227,1,2,437,0,25.4,7.9,0.419,0.875,0.8625,6.6,0,1
8228,0,4,594,0,26.8,2.9,0.282,0.875,0.8625,6.8,0,0
8229,0,3,401,0,24.6,5,0.402,0.875,0.8625,6.9,0,0
8230,1,3,435,0,23.7,5.4,0.25,0.875,0.8625,7,0,0
8231,1,1,499,0,24.1,6.1,0.308,0.875,0.8625,7.3,0,0
8232,0,1,666,0,24.5,16.9,0.398,0.875,0.8625,19.8,1,1
8233,1,4,60,0,25.1,5.1,0.369,0.875,0.8625,8.4,0,0
8234,0,3,485,0,24.9,2.5,0.401,0.875,0.8625,9.9,0,0
8235,0,3,262,0,23,12.7,0.401,0.875,0.8625,8.5,0,1
8236,0,4,134,0,23,4.3,0.221,0.875,0.8625,8.6,0,0
8237,1,3,461,0,23.5,7.4,0.321,0.875,0.8625,9,0,0
8238,1,3,476,0,22.8,13.2,0.25,0.875,0.8625,9,0,1
8239,1,2,370,0,23.1,6.5,0.326,0.875,0.8625,9,0,1
8240,0,4,154,0,25.2,8.4,0.315,0.875,0.8625,9.3,0,0
8241,1,2,409,0,24.4,7.5,0.326,0.875,0.8625,9.5,0,0
8242,1,3,462,0,24.8,5.1,0.414,0.875,0.8625,10,0,0
8243,1,3,57,0,23.6,7.5,0.402,0.875,0.8625,10.4,0,0
8244,0,1,324,0,24.4,8.4,0.414,0.875,0.8625,10.5,0,0
8245,1,3,91,0,25.5,7.6,0.409,0.875,0.8625,10.6,0,0
8246,0,1,22,1,25.9,7.3,0.44,0.875,0.8625,3.3,0,1
8247,1,1,565,0,21.3,2.6,0.409,0.875,0.8625,10.7,0,0
8248,1,4,52,1,25.6,4.1,0.319,0.875,0.8625,10.7,0,0
8249,1,1,572,0,24.3,6.3,0.351,0.875,0.8625,10.9,0,1
8250,1,1,561,0,22.5,8.3,0.267,0.875,0.8625,11.6,0,1
8251,1,2,268,0,23.1,7.2,0.373,0.875,0.8625,11.7,0,1
8252,0,4,514,1,26.4,9.7,0.419,0.875,0.8625,12.1,0,0
8253,1,4,579,0,24.9,4.7,0.364,0.875,0.8625,12.2,0,0
8254,1,3,687,0,24.6,5.9,0.407,0.875,0.8625,12.7,0,0
8255,1,3,665,0,24.1,7,0.304,0.875,0.8625,12.8,0,0
8256,0,4,604,0,24.3,12.9,0.375,0.875,0.8625,13.1,0,1
8257,1,3,24,0,26.2,5.6,0.409,0.875,0.8625,13.3,0,0
8258,0,2,284,0,24.2,6.5,0.381,0.875,0.8625,13.4,0,0
8259,1,3,37,0,22.6,6.4,0.326,0.875,0.8625,13.4,0,0
8260,1,1,25,0,24.5,10.7,0.308,0.875,0.8625,13.5,0,1
8261,1,2,421,0,22.7,9.4,0.364,0.875,0.8625,13.6,0,1
8262,1,1,454,0,24.7,5.5,0.267,0.875,0.8625,13.6,0,0
8263,1,2,457,0,24.4,7.5,0.308,0.875,0.8625,13.9,0,0
8264,1,1,535,0,23,7.3,0.379,0.875,0.8625,14,0,0
8265,0,4,94,6,24.1,3.7,0.366,0.875,0.8625,14,0,0
8266,1,4,235,2,22.3,17.2,0.347,0.875,0.8625,14.3,0,1
8267,1,1,647,0,25.5,8.4,0,0.875,0.8625,9.7,0,0
8268,1,4,608,0,24,9,0.469,0.875,0.8625,14.4,0,0
8269,0,1,550,0,24.2,6.6,0.383,0.875,0.8625,14.4,0,1
8270,0,3,638,0,25.3,6,0.376,0.875,0.8625,14.5,0,1
8271,1,3,175,9,24.2,4.5,0.349,0.875,0.8625,3.3,0,0
8272,1,4,201,0,24.9,5.7,0.383,0.875,0.8625,14.5,0,1
8273,1,1,229,0,24.4,5.6,0.349,0.875,0.8625,6.6,0,1
8274,1,4,457,1,25,5.2,0.376,0.875,0.8625,14.7,0,0
8275,1,2,397,9,24.8,5,0.368,0.875,0.8625,14.7,0,1
8276,0,3,543,0,25.2,6.4,0.235,0.875,0.8625,15,0,0
8277,0,2,274,0,22.9,7.4,0.393,0.875,0.8625,15,0,1
8278,1,4,102,0,24.6,6.2,0.267,0.875,0.8625,15.2,0,0
8279,1,2,345,0,24.3,5.8,0.383,0.875,0.8625,15.3,0,0
8280,0,3,188,0,25.2,4.4,0.39,0.875,0.8625,14.5,0,0
8281,0,1,553,0,24.7,5.3,0.376,0.875,0.8625,16,0,0
8282,0,3,635,0,24.7,11.8,0.315,0.875,0.8625,16.2,0,0
8283,0,2,99,1,23.4,4.5,0.318,0.875,0.8625,16.5,0,1
8284,0,1,370,0,25.2,4.5,0.333,0.875,0.8625,16.9,0,0
8285,1,1,391,0,24.3,4.4,0.369,0.875,0.8625,16.9,0,0
8286,1,3,302,0,25,7.2,0.383,0.875,0.8625,17,0,1
8287,0,4,500,0,22,5.5,0.339,0.875,0.8625,17.6,0,0
8288,0,2,108,0,23.4,12.1,0.333,0.875,0.8625,18,0,1
8289,1,1,482,5,24.5,5.8,0.379,0.875,0.8625,18,0,0
8290,1,2,546,0,24.5,8.2,0.358,0.875,0.8625,18.1,1,0
8291,1,2,586,0,20.4,1.5,0.385,0.875,0.8625,18.1,1,1
8292,0,1,263,3,24.9,9,0.368,0.875,0.8625,18.3,1,0
8293,1,3,632,0,23.8,4.9,0.37,0.875,0.8625,18.6,1,1
8294,0,2,246,0,24,4.9,0.387,0.875,0.8625,11,0,1
8295,0,1,214,0,23.7,6.7,0.402,0.875,0.8625,20,1,1
8296,0,1,286,1,24.9,5.7,0.307,0.875,0.8625,21.3,1,0
8297,1,3,609,0,24.4,7.2,0.358,0.875,0.8625,21.5,1,1
8298,1,1,546,0,22.8,5.6,0.415,0.875,0.8625,22.1,1,0
8299,0,2,614,0,24.1,4.2,0.362,0.926829268,0.195121951,1,0,1
8300,1,2,462,0,25.4,4.5,0.376,0.926829268,0.195121951,1.1,0,1
8301,0,2,646,0,24.6,4,0.209,0.926829268,0.195121951,3.1,0,0
8302,0,4,582,0,27,3.9,0.393,0.926829268,0.195121951,17.3,0,1
8303,0,4,680,0,24.5,6.8,0.36,0.926829268,0.195121951,5.1,0,0
8304,1,4,536,0,25.9,3.7,0.33,0.926829268,0.195121951,5.3,0,1
8305,0,2,627,0,26.7,3.5,0.379,0.926829268,0.195121951,6.2,0,0
8306,1,3,95,0,24.9,4.6,0.329,0.926829268,0.195121951,6.7,0,0
8307,0,4,479,0,22.8,3.8,0.415,0.926829268,0.195121951,7,0,0
8308,0,4,602,0,22.2,5.6,0.379,0.926829268,0.195121951,7.3,0,0
8309,1,4,79,0,22.5,4.4,0.238,0.926829268,0.195121951,3,0,0
8310,1,2,564,0,21.5,2.8,0.394,0.926829268,0.195121951,7.8,0,1
8311,1,4,683,0,24.7,3.4,0.424,0.926829268,0.195121951,8.5,0,0
8312,1,4,688,0,25.9,3.7,0.429,0.926829268,0.195121951,9.1,0,0
8313,0,4,446,0,25.3,3.9,0.33,0.926829268,0.195121951,9.6,0,0
8314,0,2,666,0,24.1,7.4,0.377,0.926829268,0.195121951,9.6,0,0
8315,1,2,656,0,25.2,2.7,0.376,0.926829268,0.195121951,10,0,0
8316,1,4,622,0,24.6,5,0.377,0.926829268,0.195121951,14.8,0,1
8317,1,2,626,0,24.7,9,0.377,0.926829268,0.195121951,16.5,0,1
8318,1,4,545,3,25,6.3,0.377,0.926829268,0.195121951,20.7,1,1
8319,0,4,482,1,22.2,6.1,0.358,0.926829268,0.195121951,10.8,0,1
8320,0,4,420,0,25.5,4.2,0.373,0.926829268,0.195121951,11.1,0,1
8321,1,4,498,0,24.9,6.1,0.282,0.926829268,0.195121951,11.1,0,0
8322,0,4,528,0,23.3,4.9,0.371,0.926829268,0.195121951,11.8,0,1
8323,0,4,399,0,23.9,2.2,0.417,0.926829268,0.195121951,12.2,0,0
8324,1,2,593,1,23.8,3.6,0.379,0.926829268,0.195121951,12.8,0,0
8325,0,2,590,0,25,4,0.377,0.926829268,0.195121951,12.8,0,1
8326,1,4,564,0,23.4,6.2,0.349,0.926829268,0.195121951,13.1,0,1
8327,1,1,31,1,27.1,2.6,0.349,0.926829268,0.195121951,13.5,0,0
8328,1,4,553,10,25.5,3.4,0.394,0.926829268,0.195121951,13.5,0,0
8329,1,3,121,0,25,1.9,0.38,0.926829268,0.195121951,13.8,0,0
8330,1,4,470,1,24.8,0.7,0.424,0.926829268,0.195121951,15,0,0
8331,0,4,499,0,24.5,12,0.469,0.926829268,0.195121951,15.1,0,1
8332,1,2,560,0,23.8,14.8,0.395,0.926829268,0.195121951,16,0,0
8333,1,4,541,0,25.4,4.8,0.37,0.926829268,0.195121951,16,0,1
8334,0,2,550,10,22.5,3.3,0.377,0.926829268,0.195121951,16.7,0,1
8335,1,2,340,0,27,2.5,0.387,0.926829268,0.195121951,17.2,0,0
8336,0,2,388,3,25.2,5.2,0.407,0.926829268,0.195121951,18.9,1,1
8337,0,4,496,0,24.4,8.9,0.419,0.926829268,0.195121951,20.2,1,0
8338,1,2,308,0,25.5,5.1,0.363,0.926829268,0.195121951,9.2,0,0
8339,0,2,379,0,25,5.6,0.271,1.02739726,1.479452055,2.8,0,0
8340,1,2,100,3,27.5,6.1,0.304,1.02739726,1.479452055,0.7,0,0
8341,1,4,64,0,24.4,8,0.254,1.02739726,1.479452055,3.2,0,0
8342,1,3,10,0,23.1,5.2,0.345,1.02739726,1.479452055,3.3,0,1
8343,1,4,215,0,23.9,5.3,0.303,1.02739726,1.479452055,3.7,0,0
8344,0,1,10,21,24.7,5.3,0.38,1.02739726,1.479452055,4.6,0,0
8345,0,1,376,0,25,8,0.339,1.02739726,1.479452055,5,0,1
8346,0,1,302,0,24.4,7.9,0.315,1.02739726,1.479452055,5.1,0,0
8347,0,4,60,3,28.6,5.4,0.472,1.02739726,1.479452055,6.4,0,1
8348,1,3,537,0,24,7.5,0.354,1.02739726,1.479452055,7.2,0,0
8349,1,4,604,0,24.7,4.4,0.398,1.02739726,1.479452055,10.4,0,1
8350,0,1,320,0,25.2,5,0.379,1.02739726,1.479452055,9,0,0
8351,0,2,367,0,24.6,4.8,0.381,1.02739726,1.479452055,9,0,1
8352,0,3,374,0,24.1,7.4,0.376,1.02739726,1.479452055,9.3,0,0
8353,0,2,55,0,23.8,5.1,0.379,1.02739726,1.479452055,9.7,0,0
8354,1,3,348,0,21.7,7.9,0.408,1.02739726,1.479452055,18,0,0
8355,0,3,309,17,24.5,6,0.337,1.02739726,1.479452055,10,0,1
8356,1,3,218,0,22.9,6.2,0.368,1.02739726,1.479452055,10.1,0,0
8357,0,3,346,1,24.5,7.2,0.337,1.02739726,1.479452055,10.7,0,1
8358,0,3,609,0,24,8.8,0.308,1.02739726,1.479452055,10.8,0,0
8359,1,1,310,0,24.3,6.1,0.364,1.02739726,1.479452055,10.9,0,1
8360,0,2,212,14,23.8,4.8,0.349,1.02739726,1.479452055,11.5,0,0
8361,1,4,343,0,22.6,7.9,0.395,1.02739726,1.479452055,6.2,0,1
8362,0,1,216,0,23.1,5.1,0.376,1.02739726,1.479452055,11.6,0,0
8363,1,3,468,0,24.5,7.9,0.269,1.02739726,1.479452055,11.6,0,0
8364,1,4,456,21,23.8,5.2,0.394,1.02739726,1.479452055,11.6,0,1
8365,0,3,87,0,24.2,11.1,0.358,1.02739726,1.479452055,11.8,0,1
8366,1,1,75,1,25.2,4.8,0.345,1.02739726,1.479452055,11.8,0,0
8367,1,1,275,0,23.6,8.4,0.37,1.02739726,1.479452055,12,0,1
8368,1,2,338,0,24.2,7.3,0.4,1.02739726,1.479452055,12,0,0
8369,0,4,209,0,24,4.6,0.349,1.02739726,1.479452055,12,0,1
8370,1,2,201,0,23,11.1,0.347,1.02739726,1.479452055,12.8,0,0
8371,0,3,487,0,24.5,7.4,0.383,1.02739726,1.479452055,12.9,0,0
8372,1,4,404,0,25.5,7.5,0.381,1.02739726,1.479452055,13.1,0,0
8373,1,4,63,0,25,5.3,0,1.02739726,1.479452055,13.1,0,0
8374,1,4,636,3,24.3,9.6,0.347,1.02739726,1.479452055,13.1,0,0
8375,0,4,649,12,24,5.5,0.375,1.02739726,1.479452055,13.5,0,1
8376,1,1,298,0,24.5,4.9,0.472,1.02739726,1.479452055,13.7,0,0
8377,0,2,111,0,25,6.3,0.359,1.02739726,1.479452055,13.9,0,0
8378,0,4,383,0,24.4,5.3,0.402,1.02739726,1.479452055,14,0,1
8379,0,3,159,0,23.1,8.2,0,1.02739726,1.479452055,9,0,1
8380,0,2,380,0,25.1,8.5,0.339,1.02739726,1.479452055,14.4,0,0
8381,0,2,337,0,24.4,8.6,0.383,1.02739726,1.479452055,14.5,0,1
8382,0,2,134,0,25.1,8.4,0.349,1.02739726,1.479452055,9.9,0,0
8383,0,2,224,0,24.6,8.1,0.358,1.02739726,1.479452055,14.7,0,1
8384,1,2,184,0,25.3,5.7,0.424,1.02739726,1.479452055,14.8,0,1
8385,0,1,273,0,24.4,8.5,0.417,1.02739726,1.479452055,14.9,0,0
8386,0,4,32,0,27.2,5.9,0.341,1.02739726,1.479452055,15,0,0
8387,1,4,353,0,24,7.4,0.381,1.02739726,1.479452055,15,0,0
8388,1,1,453,0,24.1,5.2,0.303,1.02739726,1.479452055,16.2,0,0
8389,0,4,61,0,22.2,5.1,0.371,1.02739726,1.479452055,16.6,0,0
8390,1,1,160,0,25.1,8.8,0.416,1.02739726,1.479452055,16.8,0,0
8391,1,4,328,0,25.7,7.7,0.409,1.02739726,1.479452055,18.1,1,0
8392,0,4,286,0,22.1,5.7,0.245,1.02739726,1.479452055,18.1,1,1
8393,1,4,207,0,23.9,9.8,0.407,1.02739726,1.479452055,18.3,1,0
8394,0,1,524,0,24.7,7.7,0.376,1.02739726,1.479452055,18.5,1,0
8395,0,2,281,7,23.1,3.1,0.349,1.02739726,1.479452055,18.8,1,1
8396,0,4,62,0,22.6,8.1,0.387,1.02739726,1.479452055,15.7,0,1
8397,0,4,633,0,22.6,4.4,0.326,1.02739726,1.479452055,19.4,1,0
8398,0,2,187,0,25.1,7.9,0.358,1.02739726,1.479452055,19.5,1,1
8399,0,1,307,0,22.4,7,0.361,1.02739726,1.479452055,19.7,1,0
8400,0,1,583,0,26.5,9.7,0.424,1.02739726,1.479452055,21.4,1,0
8401,1,4,191,0,23.9,15.2,0.343,1.2,0.415384615,5.1,0,0
8402,1,4,32,3,28,5,0.361,1.2,0.415384615,5.4,0,0
8403,0,4,227,0,24.5,5.6,0.361,1.2,0.415384615,9.7,0,1
8404,0,4,24,0,24.9,7.4,0.417,1.2,0.415384615,10.6,0,0
8405,1,3,31,0,26.3,4.1,0.44,1.2,0.415384615,3.5,0,1
8406,0,1,431,1,24.8,8.1,0.348,1.2,0.415384615,15.2,0,0
8407,0,4,55,9,27.3,3.2,0.424,1.2,0.415384615,15.3,0,1
8408,1,2,481,0,25.1,5.4,0.339,1.2,0.415384615,19,1,0
8409,0,1,472,4,31,4.6,0.402,0.333333333,0.1,1.5,0,0
8410,1,2,61,0,24.7,9.2,0.327,0.333333333,0.1,1.8,0,0
8411,0,4,187,0,27.4,4.9,0.379,0.333333333,0.1,3.3,0,0
8412,1,1,318,0,22.4,2.7,0.393,0.333333333,0.1,4.6,0,1
8413,1,1,268,0,26.7,4.5,0.393,0.333333333,0.1,10.2,0,0
8414,1,1,647,0,25.8,2.3,0.393,0.333333333,0.1,18.5,1,0
8415,1,2,641,0,25.6,7.4,0.394,0.333333333,0.1,9.3,0,0
8416,1,3,370,0,23.1,4.8,0.254,0.333333333,0.1,10.1,0,0
8417,0,3,452,0,25.8,4.4,0.379,0.333333333,0.1,10.3,0,1
8418,1,2,690,2,28.2,4.2,0.394,0.333333333,0.1,11,0,0
8419,0,3,532,0,24.4,6.5,0.315,0.333333333,0.1,11.9,0,0
8420,0,1,173,0,24.5,15.6,0.333,0.333333333,0.1,12,0,0
8421,0,4,234,0,22.5,7.7,0.376,0.333333333,0.1,13.6,0,1
8422,1,1,601,0,25.9,6.4,0.39,0.333333333,0.1,6.2,0,0
8423,1,1,101,0,24.7,7.2,0.39,0.333333333,0.1,11.6,0,1
8424,0,2,138,0,23.1,3.6,0.382,0.333333333,0.1,16.1,0,0
8425,0,1,153,0,24.6,5.7,0.417,0.333333333,0.1,17.1,0,1
8426,0,3,211,0,25.3,3.6,0.402,0.333333333,0.1,19.4,1,1
8427,0,4,288,0,22.9,4.1,0.379,0.333333333,0.1,19.9,1,0
8428,1,1,464,0,23.2,9.5,0.254,0.333333333,0.1,20.2,1,0
8429,0,1,234,0,24.4,7.3,0.402,0.333333333,0.1,21.5,1,1
8430,0,3,316,0,24.6,7.3,0.402,0.333333333,0.1,22,1,1
8431,0,4,183,0,24.3,8.1,0.376,0.333333333,0.1,23.2,1,0
8432,1,2,16,0,22.6,6.6,0.385,0.447368421,0.092105263,1.3,0,0
8433,0,1,531,0,35.5,9,0.283,0.447368421,0.092105263,1.7,0,0
8434,0,3,493,5,25.9,3.1,0.351,0.447368421,0.092105263,1.9,0,0
8435,0,4,430,2,24.7,2.4,0.319,0.447368421,0.092105263,2.3,0,1
8436,0,1,601,2,24.5,3.1,0.395,0.447368421,0.092105263,2.5,0,1
8437,0,4,246,0,26.9,4.1,0.419,0.447368421,0.092105263,2.6,0,0
